20,152.458
40,160.421
60,168.363
80,176.404
100,190.051
120,219.435
140,219.445
160,226.467
180,233.52
200,240.291
220,247.377
240,282.583
260,282.498
280,289.177
300,295.967
320,302.424
340,309.43
360,336.221
380,336.07
400,341.073
