20,91.7366,151.24,0.14105
40,115.891,207.328,0.278684
60,124.016,226.469,0.413846
80,136.015,254.586,0.548182
100,135.729,254.291,0.68549
120,137.897,259.175,0.822396
140,155.159,284.212,0.952288
160,157.1,289.027,1.08689
180,158.953,293.684,1.22055
200,160.924,298.173,1.3542
