20,91.8988,172.402
40,111.958,219.421
60,121.964,235.934
80,130.169,252.058
100,131.888,258.263
120,148.686,267.807
140,168.715,293.863
160,172.403,299.081
180,176.436,304.272
200,180.164,309.478
