6,1011
12,1514
18,1212
24,922
30,1184
36,1043
42,1187
48,1135
54,890
60,857
6,1874
6,1157
6,1867
6,1051
12,1278
12,1249
12,809
12,1217
12,794
12,973
12,829
12,1027
12,1122
12,937
12,1498
12,823
12,956
12,803
12,818
12,1141
12,1217
12,880
12,850
12,999
12,803
12,997
12,1263
12,835
12,852
12,915
12,1538
12,1018
12,930
12,819
12,1588
12,963
12,1169
12,1058
12,1693
12,1340
12,826
12,1306
12,830
12,926
12,878
12,835
12,1031
12,1301
12,803
12,1036
12,1079
12,953
12,826
12,1027
0,2512
0,2390
12,985
12,999
