20,58.9211,125.65,0.141769
40,83.0169,181.846,0.277571
60,90.8784,200.44,0.412985
80,103.101,228.49,0.545562
100,102.984,228.617,0.681806
120,104.911,233.157,0.818047
140,113.333,255.175,0.942933
160,115.066,259.648,1.07495
180,117.002,264.177,1.2074
200,118.735,268.532,1.34006
