20,59.055,146.898
40,79.1405,193.664
60,89.0639,210.243
80,97.0121,226.341
100,99.0334,232.349
120,107.711,240.166
140,117.901,262.519
160,121.415,267.61
180,124.97,272.719
200,128.551,277.847
